V_I,ID,Mode,RA,DECL,ID_OGLE_II,ID_OGLE_III,ID_OGLE_IV,ID_OTHER,I,V,P_1,dP_1,T0_1,A_1,R21_1,phi21_1,R31_1,phi31_1,P_2,dP_2,T0_2,A_2,R21_2,phi21_2,R31_2,phi31_2,P_3,dP_3,T0_3,A_3,R21_3,phi21_3,R31_3,phi31_3,Remarks
0.692999,OGLE-SMC-CEP-2935,F,0.984656,-72.95225,SMC_SC8_122825,SMC105.1.24090,SMC726.23.28250,-99.99,16.937,17.63,1.4713391,2.8e-06,6000.32119,0.348,0.404,4.242,0.251,2.243,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.742,OGLE-SMC-CEP-2936,F,0.984667,-72.07825,-99.99,SMC108.3.33503,SMC725.16.193,HV12151,15.126,15.868,4.7961987,1.22e-05,6003.70118,0.473,0.466,4.749,0.242,3.272,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.842,OGLE-SMC-CEP-2937,F,0.984853,-72.062417,-99.99,SMC108.3.33478,SMC725.16.61,HV1787,13.524,14.366,16.1911829,0.0001258,6003.35125,0.611,0.243,5.232,0.143,2.795,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.534,OGLE-SMC-CEP-2938,1,0.984944,-72.096917,-99.99,SMC108.3.6613,SMC725.16.821,HV12153,16.592,17.126,1.0715265,1.8e-06,6001.03785,0.311,0.236,4.406,0.074,2.208,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.540998,OGLE-SMC-CEP-2939,12,0.985,-73.315944,-99.99,SMC106.3.451,SMC726.14.920,-99.99,17.478,18.019,0.6316876,1.7e-06,6000.34311,0.22,0.175,3.727,0.072,1.687,0.5095652,5.5e-06,6000.17812,0.049,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.469,OGLE-SMC-CEP-2940,1,0.985233,-72.295306,SMC_SC8_157895,SMC108.2.8302,SMC719.17.24059,HV12152,17.154,17.623,0.738493,7e-07,6000.58348,0.414,0.312,3.99,0.12,1.849,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.650001,OGLE-SMC-CEP-2941,1,0.985256,-72.64425,SMC_SC8_139397,SMC105.3.28784,SMC726.31.28900,-99.99,15.398,16.048,2.9519454,1.11e-05,6000.41463,0.26,0.142,3.659,0.059,6.219,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.519999,OGLE-SMC-CEP-2942,1,0.985356,-73.567222,-99.99,SMC106.1.65,SMC726.06.18323,-99.99,16.332,16.852,1.1389496,1.5e-06,6001.06307,0.318,0.213,4.3,0.084,2.418,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.583,OGLE-SMC-CEP-2943,1,0.985678,-73.503194,-99.99,SMC106.1.13959,SMC726.06.18790,-99.99,17.076,17.659,0.9686459,1.9e-06,6000.53069,0.239,0.24,4.329,0.076,2.253,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.739,OGLE-SMC-CEP-2944,F,0.986022,-72.009972,-99.99,SMC108.3.33553,SMC725.16.21629,-99.99,16.109,16.848,2.5504406,6.5e-06,6002.45462,0.296,0.402,4.469,0.182,2.842,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.640999,OGLE-SMC-CEP-2945,1,0.986075,-72.450306,SMC_SC8_148958,SMC108.1.7756,SMC719.17.597,-99.99,17.197,17.838,0.9214957,2.7e-06,6000.41399,0.188,0.173,4.058,0.066,1.943,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.645,OGLE-SMC-CEP-2946,F,0.986333,-73.598111,-99.99,SMC106.1.3991,SMC726.06.18517,-99.99,16.803,17.448,1.534035,1.9e-06,6000.4044,0.419,0.436,4.24,0.289,2.29,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.757999,OGLE-SMC-CEP-2947,F,0.986364,-73.033389,SMC_SC8_116201,SMC105.1.5118,SMC726.23.22,HV1784,14.569,15.327,8.6825272,2.94e-05,6001.01499,0.475,0.193,5.205,0.152,4.535,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.627,OGLE-SMC-CEP-2948,1,0.986519,-73.188444,-99.99,SMC106.3.26864,SMC726.14.28529,HV11185,15.321,15.948,2.8630151,8.5e-06,6001.98175,0.274,0.139,3.673,0.067,6.24,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.506001,OGLE-SMC-CEP-2949,1,0.986561,-72.988944,-99.99,SMC105.1.5140,SMC726.23.375,-99.99,15.885,16.391,1.6251158,2.38e-05,6001.50734,0.038,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.598001,OGLE-SMC-CEP-2950,12,0.986644,-72.921806,-99.99,SMC105.1.24242,SMC726.23.28366,-99.99,17.324,17.922,0.7002641,1.4e-06,6000.48825,0.239,0.231,3.674,0.137,1.655,0.5649511,3e-06,6000.45864,0.087,0.102,4.979,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.67,OGLE-SMC-CEP-2951,F,0.986653,-73.424972,-99.99,SMC106.2.5419,SMC726.14.462,-99.99,17.036,17.706,1.3823688,2.3e-06,6001.32384,0.342,0.402,4.22,0.248,2.223,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.634,OGLE-SMC-CEP-2952,1,0.986681,-73.4985,-99.99,SMC106.1.18212,SMC726.06.18255,-99.99,15.349,15.983,2.6336409,9.7e-06,6001.94947,0.236,0.042,3.721,0.055,5.211,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.526999,OGLE-SMC-CEP-2953,1,0.986719,-72.466583,SMC_SC8_148895,SMC105.4.23981,SMC719.17.239,-99.99,15.651,16.178,1.8650674,3.6e-06,6001.44955,0.213,0.123,4.638,0.024,3.734,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.660999,OGLE-SMC-CEP-2954,1,0.98685,-72.858333,SMC_SC8_125992,SMC105.2.5501,SMC726.23.28106,-99.99,16.287,16.948,2.0015431,6.2e-06,6001.79096,0.274,0.18,3.965,0.063,0.25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.717999,OGLE-SMC-CEP-2955,F,0.986867,-72.581472,SMC_SC8_142995,SMC105.4.5451,SMC726.31.30400,-99.99,17.478,18.196,1.0919187,1.5e-06,6000.55377,0.413,0.39,3.754,0.255,1.438,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.712001,OGLE-SMC-CEP-2956,F,0.986922,-71.803667,-99.99,SMC109.1.96,SMC725.25.44,HV1793,15.415,16.127,4.181353,6.8e-06,6002.20027,0.557,0.496,4.671,0.277,3.127,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-SMC-CEP-2957,F,0.986925,-72.816917,SMC_SC8_129165,SMC105.2.26362,SMC719.08.444D,-99.99,15.832,-99.99,2.9115084,9e-07,6002.37664,0.656,0.493,4.451,0.299,2.754,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.529999,OGLE-SMC-CEP-2958,1,0.986944,-72.124056,-99.99,SMC108.3.6627,SMC725.16.380,-99.99,16.224,16.754,1.2939538,1.8e-06,6000.55694,0.305,0.21,4.346,0.082,2.845,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,secondary period 0.789424 d
0.572001,OGLE-SMC-CEP-2959,1,0.98705,-71.5795,-99.99,SMC109.2.9826,SMC718.09.40,-99.99,16.187,16.759,1.2984985,1.6e-06,6000.52155,0.355,0.235,4.486,0.085,2.844,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.530001,OGLE-SMC-CEP-2960,12,0.987061,-72.647167,-99.99,SMC105.3.28855,SMC719.08.27644,-99.99,16.841,17.371,0.8708364,1.5e-06,6000.53579,0.31,0.284,3.911,0.096,1.88,0.7007045,4.7e-06,6000.61494,0.072,0.086,5.222,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.499001,OGLE-SMC-CEP-2961,1,0.987347,-73.263972,-99.99,SMC106.3.5483,SMC726.14.28894,-99.99,16.918,17.417,0.8906745,1.2e-06,6000.53997,0.294,0.252,3.936,0.065,1.876,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.635,OGLE-SMC-CEP-2962,F,0.987447,-73.084167,SMC_SC8_113219,SMC106.4.28293,SMC726.23.565,-99.99,17.204,17.839,1.1068727,1.1e-06,6000.23498,0.408,0.355,3.946,0.253,1.558,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.472,OGLE-SMC-CEP-2963,F,0.987519,-72.430472,SMC_SC8_148912,SMC108.1.7645,SMC719.17.297,HV11400 HV12150,16.382,16.854,1.4917733,1.2e-06,6000.58398,0.724,0.476,4.071,0.293,1.96,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.658001,OGLE-SMC-CEP-2964,F,0.987617,-73.397361,-99.99,SMC106.2.24655,SMC726.14.229,-99.99,16.71,17.368,1.5087669,1.7e-06,6000.65646,0.426,0.456,4.223,0.321,2.225,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.421,OGLE-SMC-CEP-2965,2,0.9878,-73.345028,-99.99,SMC106.2.24657,SMC726.14.310,-99.99,16.433,16.854,0.6571487,2.6e-06,6000.2914,0.056,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.453001,OGLE-SMC-CEP-2966,12,0.988019,-73.514833,-99.99,SMC106.1.18377,SMC726.06.18751,-99.99,17.4,17.853,0.6105306,9e-07,6000.3141,0.338,0.23,3.789,0.122,1.504,0.4924104,1.9e-06,6000.25641,0.105,0.057,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.657,OGLE-SMC-CEP-2967,F,0.988442,-73.231056,-99.99,SMC106.3.27068,SMC726.14.29006,-99.99,17.167,17.824,1.2695422,1.3e-06,6001.093,0.452,0.401,4.119,0.24,1.942,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.748,OGLE-SMC-CEP-2968,F,0.988461,-72.855722,SMC_SC8_125941,SMC105.2.5455,SMC726.23.27727,HV1790,14.259,15.007,8.87133,2.68e-05,6006.6959,0.497,0.324,5.41,0.258,3.869,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.535,OGLE-SMC-CEP-2969,F,0.988533,-72.153167,-99.99,SMC108.3.6795,SMC725.16.661,-99.99,16.912,17.447,1.1766376,6e-07,6000.09664,0.726,0.448,3.906,0.289,1.662,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.790001,OGLE-SMC-CEP-2970,1,0.988622,-72.928028,SMC_SC8_122856,SMC105.1.24269,SMC726.23.28344,-99.99,17.185,17.975,0.9503461,2.4e-06,6000.57644,0.291,0.254,4.354,0.071,2.193,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.554,OGLE-SMC-CEP-2971,F,0.988636,-72.971944,SMC_SC8_119495,SMC105.1.5148,SMC726.23.27871,RU Tuc HV1789,15.929,16.483,2.1609693,2.1e-06,6000.24224,0.775,0.529,4.237,0.373,2.423,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.459,OGLE-SMC-CEP-2972,1,0.988803,-72.360889,SMC_SC8_154813,SMC108.1.36160,SMC719.17.23819,HV12155,16.714,17.173,0.9084041,1e-06,6000.46915,0.415,0.324,4.149,0.103,1.926,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.595001,OGLE-SMC-CEP-2973,1,0.988897,-72.689944,SMC_SC8_136004,SMC105.3.5894,SMC719.08.372,-99.99,16.22,16.815,1.5674017,3.3e-06,6001.12944,0.326,0.213,4.364,0.051,3.059,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.712,OGLE-SMC-CEP-2974,F,0.988975,-72.313806,SMC_SC8_155062,SMC108.1.36162,SMC719.17.24874,-99.99,17.44,18.152,1.228994,1.9e-06,6000.97739,0.379,0.406,4.114,0.25,2.028,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.601999,OGLE-SMC-CEP-2975,1,0.989008,-73.361444,-99.99,SMC106.2.24607,SMC726.14.284,-99.99,16.054,16.656,1.7073678,4.8e-06,6001.33484,0.239,0.13,5.0,0.028,4.491,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.612,OGLE-SMC-CEP-2976,1,0.989092,-72.735583,SMC_SC8_132609,SMC105.3.5896,SMC719.08.275,-99.99,16.124,16.736,1.7601662,4.3e-06,6000.19438,0.298,0.161,4.56,0.04,4.036,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.737,OGLE-SMC-CEP-2977,F,0.989167,-73.065194,SMC_SC8_116206,SMC106.4.28232,SMC726.23.255,HV11186,15.804,16.541,3.7348808,7.1e-06,6001.64305,0.478,0.474,4.711,0.257,3.179,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.511,OGLE-SMC-CEP-2978,1,0.989417,-72.970833,SMC_SC8_119496,SMC105.1.5208,SMC726.23.27874,-99.99,16.364,16.875,1.3621393,3e-06,6000.92097,0.218,0.164,4.436,0.042,2.55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.59,OGLE-SMC-CEP-2979,F,0.989622,-72.280194,SMC_SC8_157870,SMC108.2.8152,SMC719.17.23709,HV12156,16.318,16.908,2.0186153,2.2e-06,6000.59178,0.76,0.513,4.187,0.377,2.31,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.535999,OGLE-SMC-CEP-2980,1,0.989661,-73.855889,-99.99,SMC107.3.219,SMC727.29.7546,-99.99,16.625,17.161,1.0733931,1.7e-06,6000.05586,0.338,0.257,4.373,0.084,2.122,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.619999,OGLE-SMC-CEP-2981,F,0.989783,-73.363083,-99.99,SMC106.2.24668,SMC726.14.719,-99.99,17.103,17.723,1.3517162,1.3e-06,6000.46918,0.508,0.464,4.263,0.298,2.252,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.568001,OGLE-SMC-CEP-2982,12,0.989947,-73.537917,-99.99,SMC106.1.18286,SMC726.06.18686,-99.99,17.184,17.752,0.7597784,2.4e-06,6000.12182,0.269,0.257,3.836,0.137,1.711,0.6113847,6.9e-06,6000.38539,0.07,0.144,4.424,0.073,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.715,OGLE-SMC-CEP-2983,F,0.989975,-72.614972,SMC_SC8_139531,SMC105.3.28878,SMC719.08.27741,-99.99,16.989,17.704,1.6751544,2.2e-06,6001.29411,0.57,0.484,4.287,0.346,2.406,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.634001,OGLE-SMC-CEP-2984,F,0.990025,-73.144611,-99.99,SMC106.4.5995,SMC726.14.29302,-99.99,17.265,17.899,1.5889682,1.7e-06,6001.00955,0.711,0.478,4.331,0.375,2.453,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.764999,OGLE-SMC-CEP-2985,F,0.990083,-72.875944,SMC_SC8_126033,SMC105.2.5585,SMC726.23.28523,-99.99,16.781,17.546,1.884354,2.4e-06,6000.84981,0.448,0.477,4.32,0.291,2.575,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.484999,OGLE-SMC-CEP-2986,1,0.990178,-73.077389,SMC_SC8_113143,SMC106.4.28237,SMC726.23.238,-99.99,16.429,16.914,1.1306701,1.1e-06,6000.01556,0.388,0.309,4.097,0.093,1.982,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.626999,OGLE-SMC-CEP-2987,1,0.990219,-73.321611,-99.99,SMC106.3.5445,SMC726.14.135,-99.99,15.607,16.234,2.4321816,1.01e-05,6001.65274,0.244,0.048,4.239,0.025,5.38,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.73,OGLE-SMC-CEP-2988,1,0.990572,-72.898639,SMC_SC8_122822,SMC105.1.24131,SMC726.23.28026,-99.99,16.131,16.861,2.0568077,9.9e-06,6000.40427,0.155,0.093,5.533,0.061,4.409,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.579,OGLE-SMC-CEP-2989,F,0.990728,-72.446944,-99.99,SMC105.4.24057,SMC719.17.267,HV1796,16.338,16.917,1.960597,1.6e-06,6001.14758,0.792,0.515,4.105,0.329,2.126,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.607,OGLE-SMC-CEP-2990,1,0.990803,-73.887139,-99.99,SMC107.3.87,SMC727.29.7411,-99.99,15.982,16.589,1.6672638,5.5e-06,6000.61579,0.185,0.07,5.124,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.677,OGLE-SMC-CEP-2991,F,0.990989,-73.429611,-99.99,SMC106.2.5344,SMC726.14.40,HV1792,15.372,16.049,3.6100739,7.4e-06,6001.58309,0.616,0.512,4.558,0.305,2.931,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.472,OGLE-SMC-CEP-2992,1,0.991117,-74.000722,-99.99,SMC107.2.182,SMC727.29.152,-99.99,17.002,17.474,0.8736815,9e-07,6000.83395,0.429,0.324,4.074,0.108,1.891,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.741001,OGLE-SMC-CEP-2993,F,0.991208,-72.639139,SMC_SC8_139427,SMC105.3.28808,SMC719.08.27407,HV11396,15.796,16.537,3.8605817,7e-06,6000.40416,0.59,0.49,4.688,0.268,3.165,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.604,OGLE-SMC-CEP-2994,1,0.991339,-71.456,-99.99,SMC109.3.6900,SMC718.09.95,-99.99,16.272,16.876,1.3822875,1.63e-05,6000.77039,0.11,0.085,4.679,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.596001,OGLE-SMC-CEP-2995,1,0.991478,-72.556,SMC_SC8_142818,SMC105.4.5316,SMC719.08.27528,HV11397,16.26,16.856,1.4939616,3.1e-06,6000.68023,0.306,0.185,4.131,0.024,3.316,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.568001,OGLE-SMC-CEP-2996,F,0.991514,-73.766583,-99.99,SMC107.4.289,SMC727.29.7667,-99.99,16.814,17.382,1.4032548,1.3e-06,6001.05848,0.685,0.494,4.194,0.336,2.141,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.680999,OGLE-SMC-CEP-2997,F,0.991517,-72.856806,SMC_SC8_125993,SMC105.2.5525,SMC726.23.27830,HV1795,15.456,16.137,4.0790885,1.71e-05,6004.02904,0.672,0.464,4.392,0.267,2.538,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.726,OGLE-SMC-CEP-2998,F,0.991547,-72.930306,SMC_SC8_122854,SMC105.1.24137,SMC726.23.28337,-99.99,17.021,17.747,1.6583301,3.3e-06,6001.24262,0.362,0.394,4.258,0.232,2.328,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.58,OGLE-SMC-CEP-2999,F,0.99155,-71.305028,-99.99,SMC109.4.4701,SMC718.09.5536,-99.99,16.673,17.253,1.4907799,1.1e-06,6000.16217,0.652,0.471,4.188,0.362,2.131,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.578001,OGLE-SMC-CEP-3000,F,0.991642,-73.398139,-99.99,SMC106.2.24683,SMC726.14.587,-99.99,16.807,17.385,1.4732341,1.2e-06,6000.72259,0.558,0.468,4.201,0.337,2.188,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.673,OGLE-SMC-CEP-3001,F,0.991714,-72.649,SMC_SC8_139471,SMC105.3.28888,SMC719.08.27634,HV1799,16.584,17.257,1.7963837,1.4e-06,6000.50083,0.712,0.509,4.213,0.374,2.346,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-SMC-CEP-3002,1,0.99175,-72.201694,SMC_SC8_160784,SMC108.2.46322,SMC725.16.837D,-99.99,16.751,-99.99,1.1072582,7e-07,6000.78508,0.273,0.28,4.556,0.061,2.088,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.627,OGLE-SMC-CEP-3003,F,0.992036,-72.913889,SMC_SC8_122804,SMC105.1.24009,SMC726.23.27791,HV1797,15.233,15.86,3.9143325,4.3e-06,6003.79467,0.712,0.492,4.525,0.279,2.853,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.591,OGLE-SMC-CEP-3004,F,0.992072,-72.666167,SMC_SC8_136024,SMC105.3.28890,SMC719.08.412,HV1800,16.339,16.93,2.0380962,1.8e-06,6000.14183,0.82,0.525,4.132,0.348,2.22,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.508001,OGLE-SMC-CEP-3005,1,0.992075,-71.861194,-99.99,SMC108.4.30151,SMC725.25.90,-99.99,16.036,16.544,1.5845394000000002,2.7e-06,6001.2878,0.304,0.203,4.423,0.02,2.629,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
